Accession,T37.0,T41.0,T44.0,T47.0,T50.0,T53.0,T56.0,T59.0,T63.0,T67.0,RSD
ASAH1,0.9999,1.0527,1.0714,0.9036,0.6952,0.6494,0.6504,0.5652,0.8175,0.7304,0.0
ASAP1,0.9999,1.0989,1.0759,0.6906,0.1962,0.0884,0.1393,0.1221,0.0399,0.0222,0.0
ASAP3,0.9999,0.7127,0.5726,0.3807,0.2614,0.1802,0.0568,0.0542,0.0151,0.0213,0.0
ASCC1,0.9999,0.9497,0.934,0.8858,0.62,0.0988,0.059,0.0474,0.0328,0.0129,0.0
ASH2L,0.9999,0.9926,0.9229,0.9224,0.4983,0.1267,0.0303,0.0203,0.0282,0.0081,0.0
ASL,0.9999,0.957,0.9975,0.9814,0.937,0.8408,0.5295,0.1967,0.0333,0.0244,0.0
ASMTL,0.9999,1.0348,1.0249,0.6475,0.2375,0.0969,0.0452,0.0344,0.0442,0.0499,0.0
ASNA1,0.9999,0.7684,0.8143,0.7577,0.7858,0.6423,0.4801,0.3791,0.0787,0.0176,0.0
ASNS,0.9999,0.9487,0.9946,1.0548,0.9571,0.7624,0.2553,0.0412,0.0212,0.0085,0.0
ASNSD1,0.9999,0.6103,0.5119,0.283,0.3529,0.2657,0.2967,0.235,0.223,0.0507,0.0
ASPSCR1,0.9999,1.0176,1.0598,0.7992,0.6764,0.2327,0.061,0.0512,0.054,0.0198,0.0
ASRGL1,0.9999,0.5953,0.7557,0.8352,0.5137,0.483,0.2701,0.2981,0.2152,0.1432,0.0
ASS1,0.9999,0.8987,0.8984,0.9751,0.5351,0.1788,0.0494,0.0357,0.0386,0.0207,0.0
ASUN,0.9999,0.9944,1.0472,0.847,0.2703,0.0723,0.0396,0.0234,0.0112,0.0032,0.0
ATE1,0.9999,0.8767,0.9514,0.9916,1.0886,0.4555,0.1445,0.0814,0.0508,0.0275,0.0
ATF2|NA|ATF7,0.9999,1.2365,1.187,1.0558,1.1138,0.8165,0.4337,0.2626,0.2753,0.2563,0.0
ATF7IP,0.9999,1.0047,0.8683,0.3249,0.1605,0.0944,0.1076,0.0548,0.1213,0.0647,0.0
ATG101,0.9999,1.5812,0.6396,0.7216,0.6475,0.338,0.3409,0.3392,0.4043,0.4207,0.0
ATG13,0.9999,0.9568,0.8406,0.6893,0.6078,0.4283,0.4295,0.3553,0.5312,0.3804,0.0
ATG16L1,0.9999,0.8469,0.8754,0.8797,0.884,0.7326,0.2612,0.2056,0.1105,0.0444,0.0
ATG2A,0.9999,1.0591,0.9656,0.8219,0.8177,0.4802,0.2761,0.1334,0.0533,0.0176,0.0
ATG2B,0.9999,0.8881,0.9545,0.816,0.8163,0.5401,0.34,0.1615,0.0865,0.0492,0.0
ATG3,0.9999,0.9484,0.9726,1.0438,0.9512,0.671,0.3126,0.1533,0.069,0.0068,0.0
ATG4C,0.9999,0.9299,0.9814,0.7513,0.2163,0.0417,0.0411,0.0494,0.0327,0.1633,0.0
ATG5,0.9999,0.7789,0.6724,0.5756,0.6607,0.4494,0.0998,0.0519,0.0099,0.006,0.0
ATG7,0.9999,1.0127,1.0394,0.9497,0.6206,0.1552,0.0773,0.0415,0.0161,0.0074,0.0
ATIC,0.9999,0.9472,1.0034,0.98,0.9224,0.7971,0.6818,0.4019,0.0489,0.0202,0.0
ATN1,0.9999,1.054,1.008,0.7032,0.7932,0.5584,0.5562,0.2789,0.3999,0.3246,0.0
ATOX1,0.9999,1.0953,1.1013,0.9112,1.2186,0.874,0.6129,0.5949,0.7263,0.5316,0.0
ATP1A1,0.9999,1.0673,1.1423,0.6409,0.861,0.3708,0.2898,0.1328,0.0678,0.0581,0.0
ATP1B3,0.9999,1.0969,1.1794,0.6643,1.0045,0.3268,0.2816,0.0948,0.0755,0.0407,0.0
ATP2B4,0.9999,1.1855,1.188,0.5998,0.7857,0.3219,0.2262,0.126,0.0135,0.0207,0.0
ATP5A1,0.9999,0.979,0.9233,1.1518,1.008,0.9608,1.1107,1.2598,2.9718,1.1738,0.0
ATP5B,0.9999,1.0533,0.8767,0.9392,0.8117,0.8095,0.973,0.9755,2.2909,0.8282,0.0
ATP5C1,0.9999,1.3518,0.8116,0.5828,0.3509,0.4515,0.6773,0.8445,2.5107,0.8725,0.0
ATP5D,0.9999,1.1175,1.0051,1.2116,0.8947,0.5668,0.4604,0.4776,1.1442,1.2719,0.0
ATP5E|ATP5EP2,0.9999,1.3302,1.2824,0.9543,0.8921,0.4758,0.466,0.3926,0.9661,1.0397,0.0
ATP6V1A,0.9999,1.0326,0.9603,0.9167,0.7947,0.5691,0.5315,0.3964,0.2379,0.0292,0.0
ATP6V1B2,0.9999,0.9742,1.0189,0.9422,0.9197,0.618,0.5186,0.3807,0.2115,0.0547,0.0
ATP6V1C1,0.9999,0.9784,0.9386,0.7055,0.3671,0.1669,0.0535,0.0351,0.021,0.0047,0.0
ATP6V1D,0.9999,1.0351,1.1067,1.1702,1.1428,1.2051,1.2103,0.9592,0.6644,0.3249,0.0
ATP6V1E1,0.9999,0.9547,0.9324,0.9473,0.8358,0.5327,0.1307,0.0575,0.0499,0.0118,0.0
ATP6V1F,0.9999,1.0759,0.8995,0.7524,0.4729,0.4092,0.383,0.3039,0.2709,0.1084,0.0
ATP6V1H,0.9999,0.9612,0.9211,0.7848,0.6756,0.407,0.1225,0.0763,0.0547,0.0157,0.0
ATP7A,0.9999,1.2636,0.8242,0.7983,0.5691,0.5476,0.3118,0.1575,0.227,0.0677,0.0
ATP7B,0.9999,0.8281,0.8742,0.6318,0.4747,0.2305,0.1392,0.1198,0.0504,0.0342,0.0
ATPIF1,0.9999,1.0005,0.75,1.2544,1.6261,1.3278,0.8894,1.0427,1.6394,1.1854,0.0
ATR,0.9999,0.932,0.9911,0.8086,0.5573,0.1996,0.1061,0.0897,0.0584,0.0351,0.0
ATXN10,0.9999,1.037,1.0402,1.0345,0.7637,0.2628,0.059,0.0403,0.0373,0.01,0.0
ATXN1L,0.9999,0.8825,0.7155,0.4142,0.3079,0.0993,0.0855,0.0627,0.0458,0.0172,0.0
ATXN2,0.9999,0.9801,0.9967,0.7893,0.6002,0.2658,0.0713,0.0451,0.0333,0.0179,0.0
ATXN2L,0.9999,0.9859,0.9773,0.8052,0.6437,0.3531,0.1341,0.0858,0.0522,0.0292,0.0
ATXN3,0.9999,0.9744,0.9126,0.5678,0.2189,0.0805,0.0679,0.0306,0.0175,0.015,0.0
AUH,0.9999,1.0841,0.9717,1.1545,0.9603,0.3181,0.1687,0.1386,0.1186,0.0528,0.0
AURKA,0.9999,0.836,0.7987,0.6588,0.4353,0.2194,0.0343,0.0172,0.0,0.0161,0.0
AUTS2,0.9999,1.2712,1.0507,0.7995,0.9946,0.9157,0.8463,0.3649,0.022,0.0549,0.0
AVL9,0.9999,0.9536,0.8556,0.8731,0.7931,0.5112,0.1887,0.0381,0.0269,0.0043,0.0
AZI2,0.9999,0.9085,0.9129,0.5247,0.2094,0.16,0.1134,0.1141,0.0393,0.0163,0.0
B3GALTL,0.9999,0.8724,0.7121,0.9157,0.8121,0.4382,0.2062,0.1307,0.0462,0.0566,0.0
B3GNTL1,0.9999,0.9901,0.9679,0.9037,0.6908,0.5495,0.2219,0.1049,0.0903,0.0197,0.0
BACH1,0.9999,0.9564,0.9241,0.7086,0.6764,0.6747,0.5791,0.3882,0.4832,0.3036,0.0
BAG1,0.9999,1.1061,1.1655,1.1606,0.9678,0.8429,0.3973,0.1601,0.1698,0.0616,0.0
BAG2,0.9999,0.7476,0.7466,0.8582,1.0238,0.7914,0.4686,0.1242,0.1109,0.0604,0.0
BAG3,0.9999,0.9589,1.0739,0.8502,0.7561,0.6646,0.4048,0.2773,0.4735,0.3408,0.0
BAG4,0.9999,0.9194,0.8577,0.6821,0.588,0.3086,0.1316,0.0645,0.0721,0.0349,0.0
BAG6,0.9999,0.9593,0.9936,0.6963,0.4503,0.148,0.0843,0.0616,0.0487,0.0191,0.0
BAIAP2L1,0.9999,0.9245,0.9259,0.9211,0.7117,0.5183,0.3311,0.1582,0.0801,0.0062,0.0
BANF1,0.9999,1.3302,2.5713,3.9094,3.6764,1.826,0.3734,0.2114,0.0219,0.0198,0.0
BAP1,0.9999,1.0572,0.7758,0.4315,0.1585,0.0928,0.1373,0.1486,0.0312,0.0513,0.0
BAX,0.9999,0.9883,1.0247,0.8887,0.8385,0.7753,0.65,0.5069,0.4387,0.1932,0.0
BCAP31,0.9999,1.9537,1.5316,1.5566,3.2858,3.3043,6.2204,7.1463,10.1727,5.0812,0.0
BCAR1,0.9999,1.1701,0.7955,0.5358,0.4239,0.237,0.1908,0.1367,0.105,0.0389,0.0
BCAS3,0.9999,0.6827,0.7123,0.6198,0.4828,0.4197,0.2743,0.1587,0.0863,0.0336,0.0
BCAT1,0.9999,0.8841,0.8729,0.9459,0.8258,0.7553,0.6171,0.5416,0.5119,0.1511,0.0
BCAT2,0.9999,1.0847,0.8814,0.9387,0.9318,0.8624,0.8134,0.5348,0.4769,0.2128,0.0
BCCIP,0.9999,0.7909,0.6987,0.6909,0.623,0.2613,0.1144,0.0693,0.0353,0.0187,0.0
BCKDHA,0.9999,1.0034,0.8966,0.7144,0.6724,0.4189,0.1955,0.1022,0.0258,0.0247,0.0
BCL10,0.9999,0.9122,0.8392,0.5333,0.3541,0.1826,0.1678,0.1999,0.3505,0.1262,0.0
BCL2L1,0.9999,1.1278,0.8707,0.7238,0.4697,0.3597,0.1771,0.1142,0.0818,0.0324,0.0
BCL9L,0.9999,1.1604,1.0467,1.1306,1.1017,0.7113,0.4357,0.4687,0.4079,0.0835,0.0
BCR,0.9999,0.7903,0.5471,0.2582,0.1852,0.1507,0.1205,0.1081,0.0805,0.0147,0.0
BECN1,0.9999,0.8307,0.7765,0.7229,0.704,0.2697,0.095,0.0769,0.0365,0.018,0.0
BICD2,0.9999,0.9677,0.9758,0.8174,0.1079,0.0882,0.063,0.048,0.0386,0.0195,0.0
BID,0.9999,1.0769,0.8323,0.828,0.4842,0.4185,0.3488,0.2662,0.3754,0.1538,0.0
BIRC2|BIRC3,0.9999,0.9555,0.9922,0.88,0.5628,0.2941,0.2442,0.1666,0.0786,0.0666,0.0
BIRC6,0.9999,1.1623,1.2928,1.09,0.7433,0.1389,0.1097,0.064,0.0386,0.0134,0.0
BLMH,0.9999,0.9596,1.04,0.9711,1.108,1.0003,0.9309,0.7221,0.9332,0.3173,0.0
BLOC1S1|NA,0.9999,0.8728,1.0359,0.9749,0.8529,0.6513,0.4187,0.15,0.0341,0.0092,0.0
BLOC1S2,0.9999,1.0209,1.1299,1.1204,0.9304,0.7441,0.416,0.1523,0.0777,0.0187,0.0
BLOC1S3,0.9999,1.0907,1.0273,0.9436,0.867,0.6729,0.3405,0.1968,0.1508,0.0986,0.0
BLVRA,0.9999,0.9358,0.8999,0.9184,0.7153,0.371,0.0822,0.0437,0.0329,0.0132,0.0
BLVRB,0.9999,0.9341,0.8465,0.8572,0.4653,0.1339,0.088,0.0687,0.0673,0.0414,0.0
BMP2K,0.9999,0.8569,0.8183,0.6576,0.5402,0.1961,0.0712,0.058,0.0473,0.0323,0.0
BOD1L1,0.9999,0.965,0.8694,0.8523,1.0382,0.8012,0.3331,0.2234,0.1699,0.2554,0.0
BOLA2,0.9999,0.8193,0.8578,0.5992,0.514,0.2245,0.1203,0.1492,0.0996,0.0497,0.0
BOLA3,0.9999,1.2935,1.1937,1.2635,1.231,1.2952,1.0503,0.469,0.3053,0.1876,0.0
BOP1,0.9999,0.878,0.5837,0.2806,0.1414,0.0872,0.066,0.0256,0.0392,0.0156,0.0
BPGM,0.9999,1.0177,1.0325,0.9752,0.8731,0.8095,0.7357,0.5475,0.4281,0.0578,0.0
BPHL,0.9999,1.0436,0.9752,1.0042,0.7344,0.2901,0.0835,0.0681,0.0466,0.0223,0.0
BPNT1,0.9999,1.0083,0.9551,1.0155,0.9614,0.8813,0.8514,0.7393,0.6307,0.0537,0.0
BPTF,0.9999,0.9038,0.7003,0.3402,0.1908,0.1654,0.029,0.0199,0.0185,0.0193,0.0
BRAP,0.9999,0.9018,0.824,0.4917,0.2239,0.1585,0.078,0.0481,0.0358,0.0165,0.0
BRAT1,0.9999,0.9832,0.5289,0.4163,0.257,0.1017,0.0335,0.0,0.0,0.035,0.0
BRCC3,0.9999,0.9045,0.9432,0.9267,0.8501,0.6315,0.7238,0.5918,0.3967,0.0742,0.0
BRD2,0.9999,0.9241,0.9156,0.5282,0.4051,0.2406,0.1924,0.195,0.1413,0.0636,0.0
BRD4,0.9999,0.9636,0.8678,0.3341,0.1505,0.0659,0.0411,0.0319,0.037,0.0351,0.0
BRD8,0.9999,0.9551,0.9561,0.7246,0.661,0.3443,0.2339,0.1161,0.074,0.0557,0.0
BRE,0.9999,1.0001,0.8603,0.8479,0.8517,0.7731,0.7275,0.6671,0.414,0.0869,0.0
BRK1,0.9999,1.0745,1.0798,0.8475,0.7362,0.43,0.3296,0.2965,0.2806,0.0565,0.0
BROX,0.9999,1.0586,1.0452,0.9685,0.3118,0.0701,0.0233,0.022,0.0155,0.0021,0.0
BSDC1,0.9999,0.8647,0.8923,0.8597,0.7931,0.5626,0.2882,0.1841,0.1569,0.1335,0.0
BSG,0.9999,1.0878,1.1398,0.7146,0.997,0.4277,0.3856,0.1912,0.2692,0.149,0.0
BTAF1,0.9999,0.9837,0.9588,0.7066,0.3756,0.1146,0.0638,0.0447,0.0267,0.0226,0.0
BTBD9,0.9999,0.862,0.8386,1.2096,1.5202,0.9178,0.7533,0.7095,0.8807,0.7352,0.0
BTF3,0.9999,0.8816,0.9296,1.1189,0.7822,0.6432,0.5951,0.7596,1.4816,1.534,0.0
BTF3L4,0.9999,0.9317,1.0692,0.7536,0.5473,0.5325,0.4767,0.4423,0.8247,0.6701,0.0
BTK,0.9999,0.8683,0.5813,0.1157,0.0797,0.0433,0.0311,0.0295,0.0259,0.0104,0.0
BUB1,0.9999,0.7503,0.8942,0.7888,0.6744,0.4444,0.3337,0.1671,0.0651,0.0269,0.0
BUB1B,0.9999,0.9971,0.9098,0.4761,0.1196,0.0712,0.0433,0.0364,0.0315,0.0116,0.0
BUB3,0.9999,0.9662,0.9784,0.8802,0.7343,0.644,0.4791,0.2569,0.0496,0.0266,0.0
BUD31,0.9999,1.0921,1.0792,0.9338,0.4983,0.2138,0.0603,0.0253,0.0177,0.0136,0.0
BYSL,0.9999,1.2619,1.8727,0.64,0.1871,0.1378,0.0597,0.1402,0.1021,0.072,0.0
BZW1,0.9999,0.9317,0.9063,0.4047,0.0988,0.0526,0.0732,0.0349,0.0351,0.0243,0.0
BZW2,0.9999,0.8932,0.8096,0.8458,0.4509,0.0907,0.0482,0.0374,0.0341,0.0111,0.0
C10orf32,0.9999,1.0955,1.1302,0.8808,0.5497,0.2435,0.2492,0.1928,0.2631,0.1976,0.0
C11orf54,0.9999,1.0144,1.0531,1.0163,0.9228,0.7862,0.5281,0.3289,0.0875,0.0448,0.0
C11orf68,0.9999,0.833,0.7626,0.8627,0.8022,0.2462,0.0374,0.0231,0.0207,0.0036,0.0
C11orf73,0.9999,0.8764,0.7967,1.0414,0.991,0.6272,0.0649,0.044,0.0347,0.0121,0.0
C12orf29,0.9999,0.8341,0.8846,0.939,0.8577,0.7563,0.695,0.5469,0.1524,0.0213,0.0
C12orf45,0.9999,0.9895,0.8412,0.6769,0.4598,0.3849,0.3223,0.1661,0.1461,0.0973,0.0
C14orf166,0.9999,0.9455,0.9898,0.9024,0.5284,0.2396,0.0964,0.0663,0.0439,0.0209,0.0
C15orf40,0.9999,1.1364,1.2024,1.0226,0.9599,0.8134,0.5107,0.4938,0.4922,0.2464,0.0
C15orf41,0.9999,0.9565,1.0252,0.9511,0.4492,0.2115,0.1809,0.0933,0.0563,0.0056,0.0
C15orf57,0.9999,0.9378,0.8241,0.9057,0.8097,0.5732,0.253,0.18,0.4093,0.2095,0.0
C16orf13,0.9999,1.0126,0.9722,0.8836,0.5304,0.1606,0.0637,0.0565,0.0769,0.0677,0.0
C16orf62,0.9999,0.9318,1.0053,0.641,0.3944,0.1219,0.0935,0.0604,0.0446,0.0143,0.0
C17orf75,0.9999,0.9834,1.0302,0.9385,0.8268,0.4942,0.201,0.1222,0.1202,0.0497,0.0
C18orf8,0.9999,0.9569,0.9998,0.9239,0.5627,0.1755,0.0963,0.0735,0.0476,0.0379,0.0
C19orf10,0.9999,0.9768,0.9715,1.172,1.0914,1.14,1.2214,0.8879,0.5911,0.0671,0.0
C19orf43,0.9999,1.0033,1.112,0.8656,0.705,0.7036,0.5923,0.3978,0.3877,0.3056,0.0
C19orf60,0.9999,0.8295,0.5343,0.3141,0.2037,0.0892,0.0631,0.0708,0.03,0.0323,0.0
C1orf109,0.9999,0.5691,0.8329,0.6512,0.7686,0.377,0.4606,0.1255,0.0703,0.0329,0.0
C1orf123,0.9999,1.0268,1.0401,1.1443,0.9802,0.6541,0.2139,0.142,0.1034,0.0657,0.0
C1orf198,0.9999,1.1488,0.9854,0.6053,0.6305,0.396,0.3605,0.2232,0.4257,0.2373,0.0
C1QBP,0.9999,0.8808,0.66,1.1976,0.9525,0.1292,0.0337,0.036,0.0355,0.0258,0.0
C21orf33,0.9999,1.2106,1.0719,1.1161,1.0211,1.0837,1.0129,0.7291,0.8164,0.7341,0.0
C21orf59|NA,0.9999,0.8478,0.5105,0.0895,0.0597,0.0377,0.0316,0.0124,0.0087,0.0033,0.0
C2CD5,0.9999,1.1037,1.1661,0.8756,0.6891,0.285,0.0921,0.0445,0.0247,0.0146,0.0
C2orf49,0.9999,0.9716,0.9996,1.0342,1.0154,0.2486,0.126,0.0984,0.1327,0.0582,0.0
C2orf61,0.9999,0.9837,1.2922,0.925,0.5821,0.519,0.1256,0.0658,0.1705,0.0295,0.0
C4orf27,0.9999,0.9059,0.4361,0.0548,0.0219,0.0109,0.0229,0.014,0.0218,0.001,0.0
C6orf211,0.9999,0.9219,0.7638,0.3664,0.0507,0.0263,0.0127,0.0069,0.0018,0.0025,0.0
C7orf55,0.9999,1.1843,0.9573,1.2033,1.3278,1.264,1.1031,0.765,0.3294,0.0271,0.0
C8orf82,0.9999,1.0057,1.0043,1.1459,1.1744,1.0256,0.6846,0.3154,0.0584,0.0206,0.0
C9orf142,0.9999,0.9869,0.8815,0.8095,0.6397,0.5559,0.4894,0.478,0.3654,0.1676,0.0
C9orf41,0.9999,0.9524,0.9964,0.8922,0.778,0.3006,0.0603,0.0591,0.0509,0.0259,0.0
C9orf64,0.9999,0.9041,0.7365,0.4836,0.1907,0.0927,0.0398,0.0273,0.0318,0.0196,0.0
C9orf78,0.9999,0.9094,0.832,0.7921,0.7054,0.7179,0.6013,0.5197,0.7804,0.7328,0.0
CA1,0.9999,1.009,0.9812,1.0443,0.8779,0.6689,0.2264,0.0342,0.0327,0.0091,0.0
CA13,0.9999,0.841,0.7932,0.8382,0.5035,0.2133,0.0576,0.0662,0.0732,0.0308,0.0
CA8,0.9999,0.8634,0.8057,0.8839,0.4913,0.1711,0.1056,0.0858,0.035,0.0209,0.0
CAB39,0.9999,0.85,0.7695,1.0322,1.129,0.8887,0.6343,0.2434,0.0267,0.0145,0.0
CACTIN,0.9999,0.7708,0.8592,0.5174,0.3649,0.171,0.1185,0.0323,0.0425,0.0362,0.0
CACYBP,0.9999,0.9335,0.8784,0.9431,0.7907,0.3759,0.0571,0.0166,0.0151,0.0072,0.0
CAD,0.9999,1.1427,1.229,0.8091,0.5492,0.154,0.1078,0.0794,0.0521,0.0302,0.0
CALB1,0.9999,0.9185,0.9166,1.0308,0.8839,0.6478,0.2515,0.15,0.1991,0.2498,0.0
CALCOCO1,0.9999,1.002,0.9264,0.6471,0.3024,0.1821,0.0816,0.058,0.0502,0.0125,0.0
CALCOCO2,0.9999,0.9985,1.0502,0.876,0.5187,0.1896,0.0732,0.0371,0.0301,0.0128,0.0
CALM2|CALM1,0.9999,0.9009,0.923,1.0285,1.0027,1.0043,0.7378,0.5932,0.7183,0.3233,0.0
CALR,0.9999,0.9238,0.8724,0.7211,0.3462,0.181,0.1453,0.105,0.1226,0.0751,0.0
CALU,0.9999,0.9513,1.0434,1.0305,0.988,1.2684,1.2328,1.003,1.8097,1.5064,0.0
CAMSAP1,0.9999,0.9272,0.8772,0.5804,0.1954,0.072,0.044,0.0267,0.0177,0.0022,0.0
CAND1,0.9999,1.0151,1.094,0.9766,1.0267,0.7703,0.7155,0.3234,0.0658,0.0345,0.0
CAND2,0.9999,0.8202,0.829,0.5096,0.1423,0.0785,0.1749,0.0757,0.1232,0.0359,0.0
CANX,0.9999,0.9789,0.7987,0.4658,0.4366,0.2651,0.2964,0.2177,0.3504,0.1951,0.0
CAP1,0.9999,1.0186,1.1006,1.0809,1.0834,0.623,0.0373,0.0279,0.0223,0.0086,0.0
CAPG,0.9999,1.1396,1.226,0.8614,0.4319,0.1651,0.063,0.0315,0.0123,0.0037,0.0
CAPN1,0.9999,0.9628,1.0064,0.9544,0.8879,0.733,0.6548,0.5876,0.1258,0.0201,0.0
CAPN15,0.9999,1.1468,0.9768,0.6807,0.2882,0.021,0.0226,0.0324,0.0,0.038,0.0
CAPN2,0.9999,0.9309,0.9612,0.9732,0.9381,0.6784,0.2719,0.0658,0.0328,0.0204,0.0
CAPN7,0.9999,1.0782,0.9637,0.6642,0.2015,0.0717,0.0732,0.0551,0.0299,0.0136,0.0
CAPNS1,0.9999,1.7544,1.0082,0.8773,0.7619,0.6373,0.4713,0.3123,0.1014,0.0179,0.0
CAPRIN1,0.9999,0.9375,1.0961,0.9179,1.0719,1.5669,1.9261,1.527,0.8314,0.5667,0.0
CAPZA1,0.9999,0.933,0.9136,0.9609,0.9358,0.5975,0.3175,0.1034,0.0389,0.0106,0.0
CAPZA2,0.9999,0.9721,1.0064,1.0125,0.8646,0.5533,0.2297,0.083,0.052,0.0202,0.0
CAPZB,0.9999,1.0353,1.0042,1.0679,0.9603,0.6599,0.3061,0.106,0.0361,0.0129,0.0
CARD11,0.9999,0.9518,0.9585,0.4372,0.2062,0.1611,0.0764,0.0362,0.0499,0.0297,0.0
CARHSP1,0.9999,1.0866,1.0582,0.9687,0.8657,0.6183,0.2291,0.0975,0.0811,0.0744,0.0
CARM1,0.9999,1.0436,1.159,0.9892,0.8825,0.8216,0.709,0.3264,0.032,0.0155,0.0
CARS,0.9999,0.9889,1.0472,1.0339,0.9537,0.7204,0.2141,0.0393,0.0344,0.0135,0.0
CARS2,0.9999,1.0216,0.8518,0.9234,0.7679,0.5507,0.4481,0.3453,0.1556,0.0111,0.0
CASC5,0.9999,0.591,0.2734,0.1757,0.1603,0.057,0.017,0.0262,0.0006,0.0046,0.0
CASK,0.9999,1.2167,1.4004,1.3935,1.1217,0.5262,0.2226,0.1693,0.1154,0.06,0.0
CASP2,0.9999,0.8511,0.6788,0.4238,0.2784,0.1672,0.0386,0.0446,0.041,0.0117,0.0
CASP3,0.9999,0.9936,1.0151,1.0035,0.9285,0.8643,0.8046,0.6483,0.7131,0.581,0.0
CASP6,0.9999,0.9036,0.8005,0.9066,1.0219,0.8309,0.6659,0.6543,0.7641,0.8882,0.0
CASP7,0.9999,1.0476,0.9986,0.7645,0.5175,0.5025,0.441,0.3541,0.1467,0.053,0.0
CASP8,0.9999,1.1797,1.1531,0.4937,0.1088,0.0974,0.0542,0.0207,0.0068,0.011,0.0
CASS4,0.9999,0.5085,0.1884,0.0838,0.0491,0.0565,0.0237,0.0357,0.0146,0.0215,0.0
CAST,0.9999,1.0588,1.001,0.9095,0.9164,0.9881,0.7031,0.5895,0.6117,0.6526,0.0
CAT,0.9999,0.9704,1.0567,1.0236,1.103,0.9411,0.9279,0.7482,0.7827,0.3253,0.0
CBFA2T3,0.9999,0.74,0.4383,0.2911,0.1799,0.0362,0.0254,0.0233,0.0295,0.0102,0.0
CBFB,0.9999,0.8544,0.8244,0.5872,0.1727,0.0889,0.053,0.0351,0.0635,0.0059,0.0
CBL,0.9999,0.821,0.922,0.9069,0.967,0.8225,0.5541,0.2755,0.2131,0.004,0.0
CBLL1,0.9999,0.9359,0.8158,0.6545,0.5362,0.2603,0.2081,0.1067,0.0766,0.0248,0.0
CBR1,0.9999,1.0367,0.981,0.9976,0.8383,0.6007,0.2935,0.0772,0.0482,0.0048,0.0
CBR4,0.9999,1.1452,0.9737,1.0516,1.1269,1.0271,0.993,0.8526,0.924,0.7264,0.0
CBS,0.9999,0.9565,0.9746,1.1472,1.0529,0.8985,0.6371,0.3433,0.0155,0.0118,0.0
CBX1,0.9999,0.8922,0.9503,0.993,0.9861,0.744,0.3783,0.2247,0.1737,0.0716,0.0
CBX5,0.9999,1.091,1.2523,0.9977,0.6493,0.2365,0.1021,0.0714,0.0248,0.0119,0.0
CC2D1A,0.9999,0.9876,0.9114,0.5012,0.1892,0.0663,0.0438,0.034,0.0275,0.0085,0.0
CC2D1B,0.9999,0.9282,0.9773,0.6307,0.2987,0.0968,0.0777,0.0762,0.0606,0.0312,0.0
CCAR1,0.9999,0.9769,1.2336,0.9262,0.2815,0.1231,0.0674,0.0462,0.0399,0.0202,0.0
CCAR2,0.9999,1.0681,0.7346,0.3689,0.1464,0.0708,0.0238,0.0297,0.0223,0.006,0.0
CCBL1,0.9999,0.9401,1.0121,0.9288,0.9314,0.7728,0.554,0.3489,0.2324,0.025,0.0
CCBL2,0.9999,1.0459,1.0848,1.1933,1.1291,1.1301,1.0063,0.9105,1.119,0.7459,0.0
CCDC101,0.9999,1.055,0.9393,0.6379,0.4149,0.2335,0.1226,0.0403,0.0,0.026,0.0
CCDC104,0.9999,1.0167,0.8664,0.6595,0.3992,0.154,0.085,0.0434,0.087,0.0344,0.0
CCDC115,0.9999,0.7473,0.526,0.3239,0.2356,0.1879,0.2212,0.0821,0.0188,0.0354,0.0
CCDC117,0.9999,1.1509,1.2368,1.0124,0.7863,0.2265,0.1629,0.1718,0.3927,0.2778,0.0
CCDC124,0.9999,0.831,1.015,0.9746,0.8824,0.8786,0.9487,1.165,1.9281,1.3215,0.0
CCDC132,0.9999,0.9464,0.9892,0.7308,0.2549,0.1035,0.056,0.0554,0.0265,0.004,0.0
CCDC174,0.9999,1.18,0.9999,0.913,0.8198,0.6497,0.4951,0.4614,0.5057,0.4815,0.0
CCDC22,0.9999,0.9759,0.9831,0.6373,0.3782,0.1437,0.0694,0.0565,0.0567,0.0414,0.0
CCDC25,0.9999,0.9742,0.9142,0.7729,0.2774,0.1211,0.0928,0.0787,0.0376,0.0139,0.0
CCDC43,0.9999,0.7388,0.9246,0.8516,0.8104,0.693,0.4315,0.3129,0.3347,0.1924,0.0
CCDC43|BAIAP2,0.9999,0.869,0.8324,0.6101,0.3426,0.1141,0.0395,0.0203,0.014,0.0116,0.0
CCDC50,0.9999,1.1811,1.213,0.996,0.6999,0.8416,0.7345,0.4893,0.5347,0.4342,0.0
CCDC58,0.9999,1.2232,1.0467,1.2612,1.4019,1.6036,1.5032,1.3517,1.2895,0.587,0.0
CCDC59,0.9999,0.8134,0.9921,0.793,0.4753,0.343,0.2185,0.1131,0.1018,0.0754,0.0
CCDC6,0.9999,0.9785,1.0648,1.0159,0.8919,0.6958,0.3921,0.2305,0.1073,0.0261,0.0
CCDC88A,0.9999,1.0064,0.9249,0.4152,0.1135,0.0668,0.0541,0.0493,0.0344,0.0325,0.0
CCDC91,0.9999,0.8818,0.8988,0.8227,0.7397,0.1671,0.1577,0.0716,0.0652,0.059,0.0
CCDC93,0.9999,0.9999,1.1581,0.7198,0.361,0.1043,0.0943,0.079,0.0183,0.0218,0.0
CCDC94,0.9999,0.8617,0.9337,0.8704,0.677,0.4097,0.2455,0.1356,0.0827,0.0225,0.0
CCM2,0.9999,0.8682,1.0119,0.661,0.31,0.1797,0.1359,0.0095,0.0229,0.0276,0.0
