Accession,T37.0,T41.0,T44.0,T47.0,T50.0,T53.0,T56.0,T59.0,T63.0,T67.0,RSD
MAT2A,0.9999,1.1077,1.1286,1.0457,0.9721,0.876,0.8335,0.5998,0.2346,0.1292,0.0
MAT2B,0.9999,1.054,1.0655,1.0948,1.1705,1.0189,0.977,0.7401,0.1412,0.044,0.0
MAU2,0.9999,1.0417,0.9588,0.5278,0.4748,0.3932,0.2376,0.2172,0.0557,0.0472,0.0
MAX,0.9999,0.3781,0.3537,0.4866,0.4478,0.4934,0.3826,0.5022,0.2096,0.1644,0.0
MAZ,0.9999,1.0699,0.9662,0.8998,0.8198,0.5655,0.4672,0.3187,0.2232,0.1733,0.0
MBD3,0.9999,0.9066,0.8353,0.3422,0.2286,0.1005,0.0681,0.0327,0.035,0.0218,0.0
MBLAC1,0.9999,0.8543,0.6011,0.6227,0.7509,0.4918,0.4187,0.2608,0.311,0.196,0.0
MBLAC2,0.9999,0.701,0.8236,0.6981,1.5325,1.0157,0.27,0.3391,0.7307,0.2557,0.0
MBLL|MBNL2,0.9999,1.4504,0.9415,0.663,0.4919,0.2844,0.1355,0.074,0.0065,0.0308,0.0
MBNL1,0.9999,1.0229,1.0019,0.8565,0.7261,0.4801,0.3477,0.1873,0.1345,0.1049,0.0
MBTD1,0.9999,0.8248,0.7335,0.3412,0.2282,0.2153,0.1701,0.1149,0.1,0.0584,0.0
MCAM,0.9999,1.1099,1.2166,0.8544,1.2184,0.8222,0.8987,0.6514,0.2453,0.1131,0.0
MCCC1,0.9999,1.3678,1.286,1.4625,1.0732,0.1561,0.1097,0.0631,0.0438,0.0219,0.0
MCCC2,0.9999,1.1424,0.9812,1.1127,1.3772,1.5341,1.3818,1.2015,1.4374,0.6557,0.0
MCM2,0.9999,1.0547,1.2263,1.1059,1.032,0.2156,0.0841,0.0561,0.0365,0.0169,0.0
MCM3,0.9999,1.0376,1.0668,0.9943,0.9635,0.4935,0.1579,0.0753,0.0511,0.025,0.0
MCM4,0.9999,1.0205,1.2045,1.0625,0.9079,0.16,0.0498,0.041,0.0358,0.0173,0.0
MCM5,0.9999,1.0601,1.1017,1.052,1.1006,0.5124,0.1529,0.0851,0.0524,0.0206,0.0
MCM6,0.9999,1.0631,1.281,1.085,0.7849,0.1486,0.0468,0.024,0.0163,0.0082,0.0
MCM7,0.9999,1.0603,1.1184,1.0082,0.8808,0.1262,0.0541,0.043,0.0254,0.0176,0.0
MCMBP,0.9999,0.9632,0.8836,0.6399,0.2961,0.1325,0.047,0.0278,0.0276,0.0202,0.0
MCTS1,0.9999,1.0748,1.0972,1.0679,0.8488,0.7453,0.5995,0.3072,0.0898,0.0213,0.0
MDH1,0.9999,0.9178,0.9022,1.0085,1.0748,0.9584,0.8411,0.5844,0.0414,0.0163,0.0
MDH2,0.9999,1.0992,0.9627,1.2729,1.4867,1.4891,1.4916,1.0873,0.2609,0.0205,0.0
MDM4|DKFZp781B1423,0.9999,0.96,0.7893,0.5293,0.4901,0.2316,0.2162,0.1837,0.1392,0.0063,0.0
MDN1,0.9999,1.0151,0.9498,0.601,0.3502,0.2195,0.0972,0.0663,0.0478,0.0251,0.0
ME1,0.9999,0.9995,1.1085,1.0458,1.0694,1.0236,0.8436,0.4097,0.1129,0.0465,0.0
MEAF6,0.9999,1.059,1.0261,0.6301,0.6457,0.4325,0.2376,0.1876,0.1813,0.0778,0.0
MECR,0.9999,1.2173,1.144,1.2122,1.0085,0.8395,0.2249,0.0677,0.032,0.0099,0.0
MED10,0.9999,0.7727,0.849,0.8805,0.9957,0.5365,0.3902,0.3408,0.1745,0.1397,0.0
MED12,0.9999,0.7472,0.7653,0.6153,0.3128,0.1331,0.1379,0.0685,0.1372,0.0199,0.0
MED15,0.9999,1.103,0.9061,0.6414,0.4502,0.2081,0.1375,0.0985,0.0858,0.0469,0.0
MED16,0.9999,0.8114,0.9164,0.9308,0.8923,0.5317,0.2006,0.0903,0.0797,0.0269,0.0
MED18,0.9999,0.9667,0.8941,0.6927,0.47,0.3372,0.1913,0.0811,0.0058,0.0044,0.0
MED20,0.9999,0.956,1.0686,0.9888,0.6672,0.447,0.3598,0.1522,0.071,0.017,0.0
MED23,0.9999,1.1616,1.0817,0.8197,0.8606,0.6042,0.4216,0.2668,0.3905,0.2038,0.0
MED24,0.9999,1.0732,0.9805,0.8667,0.9026,0.6782,0.21,0.0076,0.0196,0.0386,0.0
MED8,0.9999,0.8462,0.8896,0.522,0.3873,0.1601,0.1815,0.1088,0.1499,0.1463,0.0
MEF2D,0.9999,0.9477,1.0626,0.9716,0.8905,0.7761,0.5364,0.2941,0.2291,0.127,0.0
MEIS2,0.9999,0.8919,0.6436,0.5904,0.4338,0.2386,0.2176,0.1699,0.1045,0.035,0.0
MEMO1,0.9999,0.927,0.911,0.8651,0.6357,0.3458,0.1007,0.0699,0.041,0.0378,0.0
MEPCE,0.9999,0.9228,0.96,0.6015,0.138,0.0681,0.0357,0.0244,0.0225,0.0117,0.0
MESDC1,0.9999,1.0355,0.9873,0.8322,0.8439,0.6104,0.3018,0.1429,0.125,0.0155,0.0
MESDC2,0.9999,0.8467,1.088,1.1509,0.8973,1.0577,0.8153,0.3889,0.4173,0.2676,0.0
METAP1D,0.9999,1.1103,0.9188,1.1701,1.1163,1.0026,0.4869,0.2312,0.0985,0.0506,0.0
METAP2,0.9999,0.9384,1.0211,0.9359,0.7204,0.5347,0.4177,0.4242,0.466,0.3088,0.0
METTL1,0.9999,0.9777,0.9594,0.9969,0.9492,0.7214,0.3041,0.0975,0.0893,0.0819,0.0
METTL10,0.9999,1.0604,0.9202,0.4726,0.0937,0.0592,0.0255,0.0387,0.0113,0.0161,0.0
METTL16,0.9999,1.0206,0.9462,0.9099,0.6617,0.2798,0.1059,0.0362,0.0408,0.0305,0.0
METTL21A,0.9999,1.0706,1.1581,0.9335,0.9422,0.8129,0.4762,0.2429,0.1665,0.0873,0.0
METTL2B|METTL2A,0.9999,1.0261,0.8531,0.2699,0.121,0.1039,0.0852,0.0532,0.031,0.0239,0.0
METTL3,0.9999,0.8555,0.8203,0.9208,0.9096,0.3558,0.0598,0.038,0.0326,0.0134,0.0
METTL5,0.9999,0.9574,0.9304,0.965,0.9444,0.8774,0.8425,0.7558,0.8989,0.724,0.0
METTL6,0.9999,0.9701,1.0129,0.79,0.2876,0.0979,0.0592,0.0569,0.0377,0.0037,0.0
METTL8,0.9999,0.95,0.7847,0.2127,0.0899,0.0472,0.0357,0.0456,0.0222,0.0096,0.0
MFAP1,0.9999,1.0184,1.0022,1.0685,1.3209,1.3481,1.0517,0.7143,0.9074,1.0529,0.0
MGEA5,0.9999,0.963,0.9066,0.759,0.718,0.4213,0.1427,0.0521,0.0401,0.0183,0.0
MICAL1,0.9999,1.0442,0.905,0.4267,0.16,0.1079,0.0631,0.08,0.0365,0.0069,0.0
MICAL3,0.9999,1.0808,0.9563,0.7774,0.5106,0.1699,0.0789,0.0375,0.0308,0.0189,0.0
MICALL2,0.9999,0.9416,0.9185,0.6863,0.4459,0.2353,0.1008,0.0751,0.0594,0.0161,0.0
MIF,0.9999,0.9396,0.9134,0.7864,0.542,0.5256,0.584,0.4444,0.4765,0.4164,0.0
MIF4GD|MEOX1,0.9999,1.0747,0.983,1.1774,0.8869,0.4702,0.1622,0.0544,0.0128,0.0043,0.0
MINPP1,0.9999,1.0009,0.8354,1.1403,1.091,1.0109,0.7908,0.3803,0.2619,0.0806,0.0
MIOS,0.9999,0.6871,0.6695,0.7433,0.5723,0.5926,0.3508,0.2872,0.1144,0.0791,0.0
MIPEP,0.9999,1.1168,0.9744,1.0997,0.9018,0.3657,0.1797,0.0895,0.0192,0.0122,0.0
MIR6845|NRBP2,0.9999,0.8297,0.8385,0.7298,0.3536,0.1613,0.133,0.0696,0.0504,0.0415,0.0
MIS18A,0.9999,0.9919,1.0394,0.9815,0.7795,0.4199,0.1165,0.0736,0.0562,0.0218,0.0
MITD1,0.9999,1.1435,0.8366,0.9394,0.5409,0.2832,0.2272,0.0605,0.0707,0.062,0.0
MITF,0.9999,0.6624,0.7013,0.5596,0.8239,0.4979,0.0962,0.1327,0.1351,0.0651,0.0
MKLN1,0.9999,0.9025,1.0619,0.9845,0.9443,0.3823,0.1683,0.0685,0.0488,0.0133,0.0
MKRN2,0.9999,0.9713,0.8619,0.4697,0.3471,0.3872,0.0284,0.0689,0.0412,0.0243,0.0
MLKL,0.9999,1.0063,1.1229,0.895,0.2592,0.0347,0.0073,0.0097,0.0172,0.0204,0.0
MLLT1,0.9999,0.7615,0.7927,0.624,0.332,0.279,0.1235,0.0739,0.0,0.0354,0.0
MLLT4,0.9999,1.0348,1.0048,0.7449,0.4289,0.1255,0.0713,0.0384,0.0476,0.0096,0.0
MLST8,0.9999,0.9952,1.0228,0.7373,0.6158,0.2045,0.1685,0.1052,0.0818,0.0273,0.0
MLX,0.9999,0.8898,0.8053,0.4709,0.2114,0.1046,0.0692,0.0437,0.0197,0.0111,0.0
MLXIP,0.9999,0.8718,0.6613,0.5223,0.2536,0.0942,0.0246,0.004,0.0,0.0092,0.0
MLYCD,0.9999,1.1575,0.8789,1.0552,1.1941,0.9577,0.2457,0.0666,0.0098,0.0086,0.0
MMAB,0.9999,1.2423,1.1658,1.4723,1.5331,1.529,1.3245,1.0514,0.8044,0.5042,0.0
MMADHC,0.9999,0.8384,0.6966,0.4523,0.2027,0.1241,0.0723,0.042,0.0512,0.003,0.0
MMS19,0.9999,0.9704,0.9051,0.4977,0.1298,0.0942,0.0386,0.0292,0.0157,0.015,0.0
MNAT1,0.9999,1.0393,0.9177,1.0841,1.2774,1.0087,0.4282,0.2092,0.0611,0.0856,0.0
MND1,0.9999,0.8747,0.8125,0.4465,0.2648,0.1527,0.1526,0.1269,0.1095,0.0743,0.0
MOB1B|MOB1A,0.9999,0.9355,0.9887,1.0258,0.9312,0.7138,0.2331,0.0749,0.0208,0.016,0.0
MOB2,0.9999,0.9333,0.8302,0.5428,0.1006,0.0473,0.0284,0.0166,0.0088,0.0017,0.0
MOB3A,0.9999,0.949,0.9119,0.9306,0.4286,0.0745,0.0392,0.0356,0.0394,0.0152,0.0
MOB4,0.9999,0.8921,0.8353,0.7845,0.8633,0.4405,0.2082,0.0667,0.0521,0.0281,0.0
MOCOS,0.9999,0.9181,0.9849,1.2308,1.0714,0.3467,0.1637,0.0944,0.0276,0.015,0.0
MOCS1,0.9999,0.5747,0.6406,0.627,0.8343,0.868,0.9541,0.7142,0.7504,0.604,0.0
MOCS2,0.9999,1.1505,1.1169,1.1677,1.01,0.5653,0.3114,0.1284,0.096,0.04,0.0
MOCS3,0.9999,0.9301,0.8141,0.4225,0.2391,0.159,0.1219,0.0794,0.054,0.0298,0.0
MON1A,0.9999,1.6459,1.0024,0.7266,0.484,0.359,0.1547,0.1696,0.1871,0.193,0.0
MON1B,0.9999,0.9787,0.9465,0.9327,0.7602,0.4826,0.3014,0.1283,0.069,0.0579,0.0
MON2,0.9999,0.9534,0.9658,0.6947,0.2638,0.0686,0.0509,0.0338,0.0324,0.0091,0.0
MORC2,0.9999,0.9443,0.7534,0.1252,0.0389,0.0407,0.0163,0.0161,0.0162,0.0008,0.0
MORC3,0.9999,0.9852,0.8842,0.2935,0.1027,0.0823,0.0331,0.0297,0.0226,0.0044,0.0
MORF4L2,0.9999,0.9023,0.9315,0.8681,0.5259,0.3065,0.1527,0.0894,0.0204,0.0089,0.0
MOV10,0.9999,0.9951,0.9923,0.9785,0.9489,0.51,0.2401,0.1062,0.0545,0.0054,0.0
MPP1,0.9999,0.9184,0.8166,0.4988,0.2024,0.0842,0.0396,0.0236,0.0063,0.0059,0.0
MPRIP,0.9999,1.2183,0.8854,0.6352,0.6642,0.3623,0.2431,0.3037,0.0995,0.01,0.0
MPST,0.9999,1.0107,0.9808,0.7713,0.4278,0.1703,0.0794,0.06,0.032,0.0045,0.0
MPZL1,0.9999,1.0377,0.8532,0.6184,0.8998,0.3917,0.225,0.0855,0.0989,0.0838,0.0
MRE11A,0.9999,0.8697,0.896,0.6595,0.5325,0.447,0.295,0.2074,0.095,0.0102,0.0
MRGBP,0.9999,0.8187,0.8658,0.6759,0.6076,0.3127,0.1638,0.1047,0.0833,0.017,0.0
MRI1,0.9999,0.9059,0.8705,0.9418,0.8814,0.6477,0.2944,0.1055,0.0327,0.0094,0.0
MRPL12,0.9999,1.0664,0.9837,1.2772,1.7562,1.8358,1.2231,0.815,1.061,0.7503,0.0
MRPL21,0.9999,0.7702,0.545,0.5147,0.5659,0.2073,0.1695,0.1136,0.1094,0.1525,0.0
MRPL39,0.9999,1.1714,1.1805,1.7,1.7304,0.5934,0.2128,0.1313,0.6482,0.0609,0.0
MRPL48,0.9999,1.0895,0.5336,0.437,0.5262,0.2218,0.1249,0.1246,0.066,0.0076,0.0
MRPL49,0.9999,0.9082,0.6771,0.5759,0.7371,0.7401,0.3384,0.3632,0.1654,0.1229,0.0
MRPS11,0.9999,2.9117,1.0777,1.5212,1.0857,0.628,0.4388,0.7918,0.7221,0.341,0.0
MRPS22,0.9999,1.1667,0.786,0.5484,0.5646,0.2147,0.1285,0.0604,0.0138,0.0442,0.0
MRPS24,0.9999,1.3566,1.3487,1.155,0.9796,0.322,0.2755,0.1928,0.2047,0.1047,0.0
MRPS26,0.9999,1.209,1.1255,0.9393,0.6343,0.1604,0.1622,0.1351,0.2133,0.1367,0.0
MRPS27,0.9999,1.6576,1.7587,2.4536,1.9794,0.1539,0.1498,0.0718,0.0071,0.0145,0.0
MRPS31,0.9999,1.3842,1.2948,1.0869,0.9785,0.3121,0.1758,0.1338,0.0964,0.0597,0.0
MRPS35,0.9999,1.4408,0.91,0.7108,1.0423,0.0936,0.0309,0.1034,0.1858,0.006,0.0
MRPS36,0.9999,1.2145,1.118,1.1578,1.2835,1.3891,1.3367,0.8831,1.0804,0.7997,0.0
MRPS9,0.9999,1.4302,1.1875,0.7396,0.5571,0.2718,0.2315,0.0947,0.1208,0.0212,0.0
MRRF,0.9999,1.0773,0.837,0.8505,0.5079,0.2765,0.1485,0.1611,0.1613,0.1252,0.0
MRTO4,0.9999,0.9599,0.8651,0.2028,0.0375,0.0336,0.0263,0.0264,0.0122,0.0097,0.0
MSH2,0.9999,1.0112,0.9624,0.5521,0.1714,0.0517,0.0438,0.024,0.0213,0.0064,0.0
MSH3,0.9999,0.976,0.9414,0.6878,0.381,0.1227,0.0821,0.0623,0.0492,0.0205,0.0
MSH6,0.9999,0.9741,0.8118,0.1954,0.0794,0.0606,0.0401,0.0289,0.0278,0.012,0.0
MSN,0.9999,1.0905,1.1066,1.0612,0.8418,0.1501,0.031,0.0229,0.0172,0.006,0.0
MSTO1,0.9999,1.041,1.2024,0.9272,0.7331,0.1279,0.0788,0.1107,0.084,0.145,0.0
MT2A|MT1E|MT1G|MT1X|MT1M,0.9999,1.1946,1.4438,1.166,0.9259,1.0322,0.8015,0.7066,1.0272,0.7948,0.0
MTA2,0.9999,1.1527,1.0801,0.4787,0.1885,0.1015,0.052,0.0344,0.0224,0.0159,0.0
MTHFD1,0.9999,1.1728,0.9715,0.9858,0.8644,0.6693,0.3511,0.0709,0.034,0.0149,0.0
MTHFD1L,0.9999,0.9952,0.9205,1.1432,1.068,0.7599,0.161,0.065,0.0317,0.0125,0.0
MTHFD2,0.9999,1.31,1.0969,1.4207,1.3471,1.1286,0.3624,0.0681,0.0523,0.0055,0.0
MTHFR,0.9999,0.9757,0.9875,0.923,0.7287,0.3306,0.098,0.0688,0.0821,0.0666,0.0
MTHFS,0.9999,0.9689,1.1014,1.0944,0.7542,0.35,0.0941,0.0708,0.0435,0.0534,0.0
MTIF2,0.9999,0.8556,0.2888,0.1034,0.0531,0.056,0.0189,0.0131,0.0167,0.0019,0.0
MTM1,0.9999,0.9127,0.8591,0.7947,0.5832,0.4225,0.3546,0.2674,0.0474,0.0212,0.0
MTMR12,0.9999,0.97,1.0753,1.039,1.0359,0.8776,0.704,0.463,0.0423,0.0412,0.0
MTMR14,0.9999,0.9737,0.8776,0.8086,0.5571,0.2433,0.0998,0.1043,0.0272,0.0077,0.0
MTMR3,0.9999,0.939,0.9114,0.834,0.687,0.396,0.132,0.0847,0.0645,0.0381,0.0
MTMR6,0.9999,0.902,0.9709,0.7866,0.3856,0.0977,0.0568,0.0405,0.0289,0.0175,0.0
MTMR9,0.9999,0.7961,0.8447,0.7813,0.6356,0.0632,0.0927,0.0768,0.074,0.0702,0.0
MTO1,0.9999,1.2318,0.9636,0.8189,0.2974,0.1467,0.0832,0.0705,0.0344,0.0153,0.0
MTOR,0.9999,1.0579,1.1905,0.6979,0.2637,0.1121,0.0799,0.0587,0.0689,0.0217,0.0
MTPN,0.9999,0.861,0.8173,1.0081,0.8972,0.3869,0.0946,0.0658,0.0686,0.0374,0.0
MTR,0.9999,0.747,0.4854,0.2791,0.1593,0.11,0.0611,0.0536,0.0361,0.0224,0.0
MTRR,0.9999,1.0293,0.9784,0.6279,0.2551,0.0978,0.0561,0.0438,0.0181,0.0104,0.0
MTSS1L,0.9999,1.0207,0.9688,0.9096,0.7381,0.4682,0.1682,0.1001,0.0373,0.0591,0.0
MUT,0.9999,2.2838,1.031,1.049,0.7823,0.2538,0.0871,0.0664,0.0541,0.0343,0.0
MVD,0.9999,0.9794,1.0175,0.9791,0.7698,0.6177,0.131,0.0794,0.0391,0.0163,0.0
MVK,0.9999,0.8672,0.942,0.8792,0.6369,0.513,0.3039,0.1579,0.0603,0.024,0.0
MYH10,0.9999,1.0118,1.068,0.8202,0.6035,0.2593,0.0658,0.0361,0.0263,0.0097,0.0
MYH9,0.9999,1.0783,1.101,0.9651,0.957,0.4457,0.0723,0.0434,0.0357,0.0172,0.0
MYL12A|MYL12B,0.9999,0.969,1.0247,0.8551,0.8798,0.4365,0.139,0.0931,0.0721,0.0212,0.0
MYL4,0.9999,1.0046,1.0541,0.9299,0.8406,0.5828,0.7032,0.5799,0.5928,0.3625,0.0
MYO18A,0.9999,0.9773,0.9892,0.7233,0.4297,0.0993,0.0727,0.0527,0.0342,0.0173,0.0
MYO1C,0.9999,0.9042,0.9327,0.9278,0.2029,0.0586,0.097,0.0424,0.0226,0.0079,0.0
MYO1D,0.9999,0.9104,0.9396,1.0518,0.5496,0.2076,0.1134,0.0949,0.0594,0.0393,0.0
MYO1F,0.9999,0.9674,1.0362,0.546,0.1671,0.1147,0.0728,0.0476,0.0372,0.0026,0.0
MYO6,0.9999,1.0415,1.0484,0.9499,0.829,0.1624,0.0766,0.0594,0.0479,0.0189,0.0
MYO9B,0.9999,0.9181,0.7654,0.4013,0.1215,0.0517,0.0391,0.0272,0.0252,0.0089,0.0
MYSM1,0.9999,0.824,0.7155,0.3127,0.1576,0.1184,0.1249,0.0916,0.0646,0.0378,0.0
N4BP1,0.9999,0.9962,0.9145,0.5311,0.1578,0.0823,0.0432,0.0419,0.0397,0.0152,0.0
N6AMT1,0.9999,0.971,0.971,1.0052,1.1964,0.6113,0.3408,0.1896,0.1991,0.0416,0.0
NA_in_Vehicle_1_1,0.9999,1.0435,0.9077,0.5282,0.1324,0.0631,0.0529,0.0458,0.0192,0.0128,0.0
NA_in_Vehicle_1_10,0.9999,0.9089,0.8183,0.7789,0.4436,0.2306,0.0988,0.0666,0.0255,0.0054,0.0
NA_in_Vehicle_1_11,0.9999,0.9335,0.7584,0.6633,0.7343,0.496,0.2454,0.1736,0.1636,0.1049,0.0
NA_in_Vehicle_1_2,0.9999,1.26,1.1044,0.8185,0.6717,0.6394,0.4587,0.2763,0.2452,0.1264,0.0
NA_in_Vehicle_1_4,0.9999,0.9661,0.9141,0.8183,0.5717,0.3402,0.1306,0.1149,0.0675,0.0309,0.0
NA_in_Vehicle_1_9,0.9999,1.0911,1.0924,1.0738,0.9744,1.0184,0.9826,0.8816,0.9504,0.6634,0.0
NA|ARPC4,0.9999,1.1253,1.3138,1.1027,0.8675,0.7565,0.5534,0.3831,0.1255,0.0128,0.0
NA|BLOC1S5,0.9999,1.2361,1.2369,1.0108,1.0898,0.9189,0.7822,0.359,0.4873,0.2821,0.0
NA|C8orf76,0.9999,0.9542,0.9245,1.009,0.8579,0.8159,0.701,0.4234,0.1937,0.0348,0.0
NA|EEF1E1,0.9999,0.9065,0.8894,0.6874,0.3629,0.0508,0.0288,0.1101,0.2481,0.0167,0.0
NA|HNRNPUL2,0.9999,0.9114,0.7877,0.6003,0.3828,0.0971,0.0333,0.0192,0.0108,0.0056,0.0
NA|PTGR2,0.9999,0.9818,0.9017,0.5797,0.2179,0.1877,0.1389,0.1156,0.1035,0.0521,0.0
NA|RPS15A,0.9999,1.0635,1.0605,1.0086,1.6689,0.8816,1.3264,0.4272,0.2335,0.1643,0.0
NA|VPS33A,0.9999,0.9223,0.8774,0.5419,0.2167,0.0892,0.0679,0.0549,0.0305,0.0135,0.0
NAA10,0.9999,0.9463,1.0841,0.9131,0.701,0.4693,0.1098,0.0817,0.0437,0.0274,0.0
NAA11,0.9999,1.1868,1.245,1.0079,0.714,0.2719,0.0493,0.0386,0.0065,0.0241,0.0
NAA15,0.9999,1.0749,1.1615,0.9627,0.7304,0.4533,0.0629,0.056,0.0231,0.0176,0.0
NAA16,0.9999,0.9882,1.0093,0.7698,0.3845,0.1073,0.0636,0.0495,0.0396,0.01,0.0
NAA20,0.9999,0.9394,0.9235,0.8662,0.5894,0.1924,0.1002,0.0765,0.0327,0.0305,0.0
NAA25,0.9999,0.9985,1.0376,0.9352,0.5404,0.1244,0.0397,0.0361,0.0274,0.012,0.0
NAA30,0.9999,0.9321,0.9079,0.6919,0.5746,0.3363,0.1032,0.119,0.0803,0.0588,0.0
NAA35,0.9999,0.9683,0.9627,0.8121,0.4725,0.1803,0.0916,0.0854,0.0906,0.0223,0.0
NAA40,0.9999,0.8708,0.7765,0.2282,0.1638,0.1032,0.1302,0.026,0.043,0.026,0.0
NAA50,0.9999,0.9534,1.025,1.0187,0.7943,0.5499,0.1259,0.0293,0.0278,0.0065,0.0
NAB2,0.9999,0.5685,0.1528,0.087,0.0801,0.0601,0.0521,0.0385,0.0274,0.0212,0.0
NACA,0.9999,0.8769,0.9429,0.9368,0.6959,0.5011,0.4714,0.504,0.8762,0.8947,0.0
NADK,0.9999,0.9736,1.0883,1.0128,0.8881,0.7555,0.8018,0.4541,0.5634,0.4159,0.0
NADK2,0.9999,1.0921,1.0821,1.1451,1.0891,0.9384,0.6879,0.1634,0.0949,0.0492,0.0
NADSYN1,0.9999,1.0076,0.9922,0.9316,1.003,0.6619,0.6269,0.3786,0.1079,0.0298,0.0
NAE1,0.9999,0.8977,0.8625,0.7441,0.3562,0.0919,0.0406,0.0365,0.0232,0.0104,0.0
NAGA,0.9999,0.9375,0.9968,0.832,0.7884,0.6617,0.6015,0.3865,0.2568,0.0353,0.0
NAGK,0.9999,0.9874,0.8989,0.9964,0.8339,0.7839,0.552,0.2874,0.0447,0.0104,0.0
NAGLU,0.9999,0.8801,1.0071,0.9279,0.9519,0.7592,0.704,0.4884,0.2177,0.0298,0.0
NAMPT,0.9999,0.9647,0.9725,0.9918,1.0135,0.8842,0.7413,0.4181,0.0812,0.0436,0.0
NANS,0.9999,1.0316,1.1263,1.1392,0.9535,0.8187,0.2164,0.0792,0.0265,0.0132,0.0
NAP1L1,0.9999,1.0099,0.9943,0.9173,0.7828,0.469,0.1999,0.1088,0.0708,0.0209,0.0
NAP1L4,0.9999,1.0489,1.1551,0.9303,0.7313,0.5129,0.1421,0.051,0.0195,0.0264,0.0
NAPA,0.9999,0.8607,0.758,0.8607,0.6425,0.3758,0.1115,0.0638,0.0348,0.0119,0.0
NAPG,0.9999,1.042,0.9214,0.4405,0.1136,0.0727,0.0531,0.0502,0.0281,0.0094,0.0
NAPRT,0.9999,1.0256,1.0403,1.0143,0.9319,0.8977,0.8378,0.7158,0.7447,0.6685,0.0
NARF,0.9999,1.0198,0.9579,0.8166,0.4424,0.137,0.0413,0.0122,0.0101,0.0015,0.0
NARFL,0.9999,1.0729,0.6851,0.6757,0.6036,0.4839,0.167,0.1383,0.0608,0.1949,0.0
NARS,0.9999,0.8186,0.8111,0.9326,0.9615,0.7479,0.5517,0.279,0.029,0.0125,0.0
NARS2,0.9999,1.2613,1.0927,1.1786,0.6815,0.2605,0.0736,0.0489,0.0282,0.0189,0.0
NASP,0.9999,1.0546,1.1979,1.0833,0.7868,0.2768,0.0662,0.0461,0.0506,0.0393,0.0
NAV1,0.9999,0.7502,0.5539,0.2614,0.2414,0.1765,0.117,0.0875,0.0793,0.053,0.0
NBEAL2,0.9999,1.1178,0.7475,0.2872,0.1189,0.1042,0.1168,0.0917,0.0449,0.0267,0.0
NBN,0.9999,0.8531,0.7517,0.4857,0.2189,0.0987,0.0706,0.0564,0.0442,0.0295,0.0
NCAPD2,0.9999,1.0194,1.067,0.7111,0.1037,0.0807,0.061,0.0571,0.0338,0.0192,0.0
NCAPD3,0.9999,0.8997,0.9049,0.5604,0.1881,0.1371,0.0973,0.0703,0.0689,0.0257,0.0
NCAPG,0.9999,0.9616,0.9666,0.6197,0.1606,0.1135,0.0635,0.0584,0.0472,0.0225,0.0
NCAPG2,0.9999,0.9441,0.859,0.4607,0.1472,0.0687,0.0532,0.0495,0.0414,0.03,0.0
NCAPH,0.9999,0.9667,1.081,0.6776,0.1253,0.0929,0.0623,0.0439,0.0413,0.0141,0.0
NCAPH2,0.9999,0.9139,0.9573,0.681,0.1902,0.1589,0.1316,0.1183,0.0279,0.049,0.0
NCBP1,0.9999,1.0704,1.1945,1.0883,0.7008,0.4811,0.3495,0.3265,0.1208,0.1016,0.0
NCBP2,0.9999,0.9825,0.9098,1.0563,0.7636,0.4447,0.1538,0.2094,0.1375,0.0295,0.0
NCDN,0.9999,1.0335,1.0035,0.7671,0.1575,0.0535,0.0331,0.0367,0.0283,0.0166,0.0
NCK1,0.9999,0.9661,0.8948,0.3496,0.1288,0.1002,0.0817,0.0927,0.0668,0.0352,0.0
NCK2,0.9999,1.0237,1.0112,0.4922,0.1278,0.056,0.0631,0.0368,0.008,0.0073,0.0
NCKAP1,0.9999,1.0256,1.1467,0.9169,0.7617,0.2153,0.0945,0.0731,0.0465,0.0166,0.0
NCKAP1L,0.9999,0.9337,0.9905,0.7576,0.3445,0.1324,0.0599,0.0433,0.0537,0.0331,0.0
NCL,0.9999,0.8746,0.9423,0.7492,0.4608,0.132,0.0458,0.0324,0.0254,0.0186,0.0
NCOA1,0.9999,0.9576,0.8086,0.5132,0.3499,0.1275,0.0861,0.045,0.0306,0.0286,0.0
NCOA6,0.9999,0.7411,0.6881,0.496,0.6427,0.2429,0.2049,0.2268,0.2576,0.2567,0.0
NCOA7,0.9999,1.0515,1.0151,0.6949,0.3503,0.0805,0.0482,0.0519,0.0205,0.0036,0.0
NCOR1,0.9999,0.7953,0.6815,0.4905,0.4044,0.2272,0.1446,0.0613,0.04,0.017,0.0
NDC80,0.9999,0.8275,0.597,0.0934,0.0609,0.0544,0.0411,0.035,0.0408,0.0254,0.0
NDE1,0.9999,0.9022,1.0503,0.7647,0.6441,0.5884,0.4289,0.2226,0.2477,0.2146,0.0
NDEL1,0.9999,0.9132,0.8382,0.729,0.5776,0.2106,0.1731,0.0567,0.064,0.0793,0.0
NDNL2,0.9999,0.863,0.8485,0.7061,0.4547,0.085,0.0613,0.0292,0.0155,0.0078,0.0
NDOR1,0.9999,0.9221,0.9332,0.8381,0.6715,0.432,0.1186,0.093,0.0497,0.0343,0.0
NDRG2,0.9999,1.0966,1.1656,1.0944,0.9434,0.739,0.3759,0.182,0.1407,0.0234,0.0
NDRG3,0.9999,0.7645,0.7446,0.6766,0.4209,0.1711,0.1279,0.0886,0.1347,0.0255,0.0
